Position,Age,Experience,Salary_Rub
Менеджер по закупкам. Маркетолог-аналитик,38,1 год 8 месяцев,91690
Аналитик,37,1 год 2 месяца,137535
экономист\аналитик\управленец,38,6 месяцев,110028
статист-аналитик,39,1 год,73352
аналитик,37,2 месяца,27507
экономист- эксперт-аналитик,39,1 год 9 месяцев,165042
Аналитик,36,4 месяца,36676
Маркетолог-аналитик,38,9 месяцев,73352
аналитик,39,4 месяца,50429
Помощник экономиста-аналитика,37,3 месяца,64183
аналитик-стажер,37,7 месяцев,45845
Аналитик консультант,44,2 года 10 месяцев,64183
пресс-секретарь- аналитик- журналист,42,1 год 6 месяцев,91690
финансовый аналитик/экономист/аудитор/бухгалтер,39,1 год 9 месяцев,91690
Финансовый аналитик,39,2 года 3 месяца,183380
ассистент аналитика- консультант,38,1 месяц,45845
бухгалтер- помошник бухгалтера- финансовый экономист- консультант- аналитик- специалист по работе с клиентами- специалист в области банковских услуг.,37,2 месяца,41260
Соискание должности помощника бухгалтера- экономиста- помощник финансового аналитика,36,10 месяцев,55014
Лингвист/системный аналитик,38,,45845
Аналитик,40,2 года,137535
Финансовый аналитик,39,1 год 1 месяц,21000
аналитик в сфере масс-медиа,40,10 месяцев,45845
Маркетолог - аналитик,39,2 года 2 месяца,229225
менеджер отдела маркетинга- ассистент маркетолога-аналитика,40,1 год,64183
manager-analyst,40,2 месяца,73352
Финансовый аналитик,37,2 года 7 месяцев,229225
Системный аналитик,39,1 год 8 месяцев,64183
Аналитик-студент ВМиК МГУ,34,1 год 9 месяцев,91690
Стажер- Младший Аналитик- Специалист,36,1 год,21000
Associate/ Financial Analyst/ Manager,39,10 месяцев,73352
аналитик/экономист,39,,91690
Кредитный Аналитик,40,1 год 6 месяцев,91690
Прикладной математик-аналитик-программист,37,9 месяцев,55014
стажер/аналитик,37,5 месяцев,45845
Стажер в отдел бизнес-консультирования- ассистент аналитика,38,1 год 2 месяца,73352
PR-аналитик,52,1 год 2 месяца,110028
Interpreter- Translator (English- Spanish)- Assistant- Analyst,38,2 года 7 месяцев,91690
Аналитик- Инвестиционный консультант,44,2 года 5 месяцев,229225
Бизнес-аналитик,38,1 год 11 месяцев,137535
аналитик,38,7 месяцев,91690
Риск-менеджер (аналитик),40,1 год,100000
Ассистент финансового аналитика,38,1 год 3 месяца,59598
финансовый аналитик,35,,15000
Аудитор / консультант / аналитик,37,2 месяца,15000
инспектор отдела сопровождения- аналитик,42,1 год 8 месяцев,137535
Финансовый аналитик,36,4 месяца,45000
финансовый менеджер- аналитик- ассистент,40,1 год 7 месяцев,110028
Аналитик,36,7 месяцев,64183
Кредитный аналитик,39,1 год 3 месяца,50000
финансовый аналитик- эономист,37,2 года 4 месяца,25000
Аналитик,40,1 год 8 месяцев,229225
Business Analyst (Risk Management Group),37,7 месяцев,91690
analyst,35,2 года 9 месяцев,25000
Консультант-аналитик,36,1 год 3 месяца,35000
Кредитный аналитик,39,5 месяцев,91690
аналитик,36,3 месяца,45845
Кредитный аналитик - андеррайтер,40,1 год 5 месяцев,91690
Аналитик,47,2 года 10 месяцев,183380
бизнес-аналитик,39,4 месяца,78848
аналитик/программист,40,1 год 2 месяца,20000
Аналитик,37,1 год,50000
Аналитик,38,2 года 4 месяца,26000
Бизнес-аналитик,38,1 год 5 месяцев,20000
Социолог- маркетолог- аналитик,39,4 месяца,28000
financial analyst,37,2 года 5 месяцев,60000
Финансовый аналитик- кредитный консультант,43,2 года 6 месяцев,15000
Аналитик- аналитик-маркетолог,37,1 год 3 месяца,45000
финансовый аналитик- экономист,39,1 год 3 месяца,100859
аналитик,37,8 месяцев,15000
Financial controller- Financial analyst,40,2 года 6 месяцев,146704
Аналитик,33,7 месяцев,7000
Финансовый аналитик,42,1 год 2 месяца,137535
аналитик- инженер,40,9 месяцев,64183
Аналитик - проектировщик,40,1 год 9 месяцев,40000
ассистент аналитика,37,,15000
Кредитный аналитик,36,2 года 2 месяца,27000
Бизнес-аналитик,40,2 года 7 месяцев,20000
Финансовый аналитик,37,3 месяца,15000
Инвестиционный аналитик,38,1 год 3 месяца,68767
Аналитик/экономист/ведущий специалист,39,1 год 10 месяцев,35000
помощник аналитика,36,2 года 3 месяца,15000
аналитик,39,1 год 10 месяцев,25000
Специалист IT- программист 1C- разработчик- аналитик,49,2 года 6 месяцев,275070
помошник финасового аналитика,38,9 месяцев,73352
Экономист- аналитик,40,2 года 3 месяца,25000
Экономист-аналитик,39,2 года 4 месяца,91690
Аналитик по работе с финансовыми задолженностями,39,7 месяцев,91690
аналитик,39,2 года 1 месяц,60000
Помошник бухгалтера- экономиста- аналитика,40,1 год 11 месяцев,17000
Аналитик,39,1 год 5 месяцев,30000
Трейдер- Аналитик,39,1 год 11 месяцев,25000
аналитик,37,5 месяцев,98560
ассистент аудитора- финансовый аналитик,36,8 месяцев,15000
аналитик,39,1 год 6 месяцев,21000
Оператор ПК- администратор БД- аналитик,39,11 месяцев,25000
Маркетолог-аналитик- ведущий специалист по маркетингу- бренд-менеджер,46,2 года 7 месяцев,155873
Аналитик,37,4 месяца,77936
менеджер по исследованиям- аналитик,45,2 года 9 месяцев,30000
Аналитик,35,4 месяца,55014
аналитик,39,1 год 6 месяцев,40000
менеджер-аналитик,35,,91690
экономист-аналитик,37,1 год 3 месяца,15000
политический аналитик/молодежная политика,39,4 месяца,49280
Статистик Аналитик Экономист,40,2 года 9 месяцев,35000
стажер\ассистент аналитика,34,5 месяцев,73352
Аналитик в отдел развития,39,2 года 8 месяцев,137535
Маркетолог - аналитик,38,1 год 2 месяца,24000
Аналитик,42,2 года 4 месяца,28000
Финансовый аналитик (менеджер),37,2 года,60000
Аналитик,37,10 месяцев,25000
Аналитик,40,9 месяцев,20000
финансовый менеджер- кредитный менеджер- проектный менеджер- финансовый аналитик- инженер-экономист,39,7 месяцев,30000
Аналитик-маркетолог,40,2 года 2 месяца,40000
Экономист-аналитик,40,6 месяцев,30000
Аналитик,37,1 год,26000
Финансовый директор- зам. финансового директора- финансовый менеджер- финансовый аналитик- бизнес-аналитик.,45,1 год 11 месяцев,60000
Аналитик,38,1 год 8 месяцев,35000
системный аналитик- специалист по интеграции (без опыта),43,2 года 7 месяцев,30000
Аналитик,40,1 год,25000
аналитик- аудитор,40,2 года 7 месяцев,30000
Экономист- Маркетолог-аналитик,39,1 год 5 месяцев,30000
ассистент финансового аналитика,39,1 год 4 месяца,64183
кредитный аналитик,38,1 год 10 месяцев,50000
Финансовый аналитик-ведущий экономист,40,2 года,70000
Финансовый аналитик,40,2 года 4 месяца,30000
Маркетолог-аналитик,43,2 года 4 месяца,20000
Финансовый аналитик,36,3 месяца,30000
Маркетолог-аналитик (помошник),36,10 месяцев,73352
Финансовый аналитик,39,10 месяцев,35000
Менеджер-аналитик,37,2 года 6 месяцев,98560
финансовый аналитик,37,1 год 3 месяца,15000
Стажер финансовый аналитик,36,10 месяцев,9856
Экономист-аналитик,37,1 месяц,98560
Аналитик внутреннего контроля и аудита,37,3 месяца,35000
Информатик-аналитик,38,2 года 8 месяцев,50000
Финансовый аналитик,43,7 месяцев,20000
Аналитик,37,1 год 7 месяцев,30000
аналитик,38,1 год 2 месяца,50000
Аналитик,37,1 год 8 месяцев,20000
Младший аналитик,37,3 месяца,25000
Financial analyst,44,11 месяцев,98560
Financial Analyst,38,8 месяцев,45000
Sales Operations Planning Analyst,37,6 месяцев,30000
кредитный аналитик,40,1 год 10 месяцев,30000
Аналитик/помощник аналитика,39,2 года 10 месяцев,23000
Бизнес-аналитик,53,2 года 4 месяца,70000
Экономист-аналитик,37,1 год 5 месяцев,30000
Эксперт-аналитик,60,1 год 10 месяцев,275070
аналитик,38,1 год 1 месяц,50000
помощник аналитика,35,10 месяцев,49280
экономист-аналитик,35,2 месяца,25000
Маркетолог-аналитик,37,1 год 11 месяцев,25000
Стажер-аналитик (ERP-систем),38,11 месяцев,20000
Финансовый аналитик,39,10 месяцев,30000
Инвестиционный аналитик,39,10 месяцев,30000
Аудитор- экономист аналитик,42,2 года,60000
Маркетолог-аналитик,40,9 месяцев,20000
Аналитик,37,2 года 5 месяцев,25000
Менеджер- аналитик,36,1 год 2 месяца,20000
аналитик,36,4 месяца,50000
Маркетолог-аналитик,37,1 год 1 месяц,40000
Маркетолог-аналитик,39,2 года 4 месяца,60000
Химик- химик-аналитик- химик-инженер- химик-технолог и другие специальности связанные с химией.,38,10 месяцев,25000
Аналитик,37,1 год 1 месяц,25000
Аналитик,38,2 года,25000
маркетолог-аналитик,42,2 года 7 месяцев,91690
Кредитный представитель-аналитик-финансовый менеджер,40,9 месяцев,30000
финансовый аналитик,38,1 год 10 месяцев,35000
Маркетолог- маркетолог-аналитик,37,2 месяца,15000
Экономист - аналитик,37,2 года 3 месяца,30000
Аналитик,38,2 года 3 месяца,40000
Экономист-аналитик,37,1 год 8 месяцев,98560
Аналитик,40,9 месяцев,30000
Analyst- Consultant- Аналитик- Консультант,36,1 год 10 месяцев,91690
Аналитик,36,2 года 1 месяц,25000
Маркетолог- аналитик,40,1 год 7 месяцев,110028
Экономист- финансовый аналитик,38,5 месяцев,20000
финансовый аналитик- неполная занятость,43,1 год 9 месяцев,35000
Аналитик,36,4 месяца,30000
экономист-аналитик,54,5 месяцев,20000
аналитик,35,1 год 4 месяца,91690
Финансовый аналитик / менеджер,37,1 год 3 месяца,27000
Аналитик,54,10 месяцев,30000
кредитный аналитик,38,2 года,118272
Финансовый менеджер- аналитик- экономист,37,1 год 9 месяцев,35000
Маркетолог - аналитик- ассистент бизнес – аналитика- аналитик,38,1 год 9 месяцев,25000
Аналитик- анализ сетевой структуры организации,36,3 месяца,20000
Кредитный аналитик,36,2 года 3 месяца,24000
стажер- младший аналитик,54,,20000
Аналитик,39,6 месяцев,12000
Аналитик финансовый,38,1 год 3 месяца,25000
Финансовый аналитик,37,1 год 2 месяца,30000
финансовый аналитик,39,1 год 8 месяцев,35000
логист-аналитик,35,1 год 7 месяцев,10000
аналитик,38,1 год 2 месяца,229225
Analyst,39,1 год 6 месяцев,183380
Маркетолог-аналитик,36,,20000
Менеджер по логистике (планирование- аналитика),38,2 года 4 месяца,35000
Консультант-аналитик,37,1 год 3 месяца,30000
помощник аналитика в банке,36,3 месяца,15000
аналитик,38,1 год 2 месяца,40000
бизнес-аналитик,36,2 года 7 месяцев,60000
аналитик,38,1 год 4 месяца,73352
Маркетолог-аналитик,37,1 год 4 месяца,40000
Химик-аналитик,38,6 месяцев,30000
Ассистент аналитика,33,3 месяца,22000
Аналитик,54,2 года 3 месяца,183380
Бизнес-аналитик,36,1 год 4 месяца,25000
Кредитный эксперт- аналитик,40,2 года 3 месяца,50000
Финансовый аналитик,37,10 месяцев,35000
Интернет-аналитик,38,1 год 8 месяцев,65000
Операционист/Аналитик/Экономист,43,1 год 10 месяцев,25000
Молодой специалист(финансы- страхование- аналитика),37,3 месяца,20000
Финансовый аналитик- финансовый менеджер- директор- зам.директора по развитию бизнеса,43,2 года 1 месяц,183380
Аналитик- помощник аналитика,36,1 год 9 месяцев,35000
аналитик- помощник аналитика,36,9 месяцев,14000
Финансовый аналитик,36,10 месяцев,20000
аналитик- инженер по планированию,39,1 год 4 месяца,30000
Экономист-аналитик,37,10 месяцев,77936
консультант-аналитик,36,2 года 7 месяцев,15000
Маркетолог- аналитик- менеджер- администратор,34,5 месяцев,26000
физик- инженер- аналитик,38,2 года 7 месяцев,20000
аналитик,39,2 года 5 месяцев,20000
ассистент системного аналитика,34,6 месяцев,10000
финансовый аналитик,37,10 месяцев,35000
Инвестиционный аналитик / риск-аналитик,40,1 год 1 месяц,60000
экономист- менеджер- аналитик- бухгалтер,36,4 месяца,98560
Экономист-аналитик- Финансовый аналитик,49,1 год 3 месяца,50000
Менеджер ВЭД- бизнес-аналитик,40,2 года 9 месяцев,119197
Программист- аналитик,37,1 год 8 месяцев,20000
аналитик,34,2 года,30000
младший аналитик,38,1 год 5 месяцев,77936
Financial Analyst,40,1 год 2 месяца,183380
аналитик,43,1 год 6 месяцев,30000
маркетолог-аналитик- экономист,44,2 года 9 месяцев,45000
помощник финансового аналитика,36,8 месяцев,30000
аналитик рынка печатных СМИ,44,2 года 6 месяцев,98560
маркетолог-аналитик,45,1 год 5 месяцев,30000
аналитик,36,1 год 8 месяцев,110028
Финансовый аналитик,40,2 года 7 месяцев,30000
Investment analyst assistant,38,1 год 5 месяцев,25000
Финансовый аналитик,36,2 года 5 месяцев,65640
стажер- бизнес-аналитик,36,1 месяц,25000
экономист-аналитик,37,4 месяца,25000
экономист-аналитик,36,5 месяцев,10000
Аналитик интернет-проектов,36,1 год 1 месяц,35000
analyst,38,10 месяцев,30000
финансовый аналитик,36,,25000
Аналитик,34,2 года 4 месяца,35000
финансовый аналитик,39,1 год 5 месяцев,50000
аналитик,38,2 года 4 месяца,20000
аналитик в области экономической безопасности,40,2 года,45000
маркетолог-аналитик,37,2 года 4 месяца,30000
бизнес-аналитик,40,2 года 11 месяцев,30000
маркетолог-аналитик,44,2 года 8 месяцев,35000
экономист-менеджер- аналитик,37,1 год 2 месяца,35000
аналитик,35,1 год 2 месяца,20000
Бизнес-аналитик,33,8 месяцев,25000
аналитик,37,8 месяцев,30000
Аналитик,37,,34000
аналитик-маркетолог,37,1 год 6 месяцев,25000
финансовый аналитик,36,2 года,45845
Финансовый аналитик.,40,1 год 9 месяцев,91690
экономист-аналитик,38,1 год 10 месяцев,35000
Аналитик,36,6 месяцев,82521
Помощник финансового аналитика,35,1 год 9 месяцев,16000
Аналитик-маркетолог- финансовый аналитик,38,1 год 7 месяцев,15000
редактор- аналитик,42,2 года 1 месяц,100000
финансовый аналитик,38,7 месяцев,98560
консультант-аналитик,39,1 год 11 месяцев,35000
экономист-аналитик,38,2 года 5 месяцев,25000
аналитик,36,6 месяцев,10000
Cистемный администратор- аналитик,38,2 года 9 месяцев,35000
Бизнес аналитик,37,11 месяцев,45000
инвестиционный аналитик,37,3 месяца,30000
Бизнес Аналитик,37,1 год 11 месяцев,40000
помощник бизнес-аналитика- стажер,36,8 месяцев,20000
системный аналитик,32,1 месяц,17000
финансовый аналитик,36,11 месяцев,35000
financial analyst,40,1 год 10 месяцев,80000
журналист-аналитик,38,2 года 8 месяцев,10000
Analyst in Investment Banking,36,8 месяцев,98560
аналитик- руководитель отдела стратегического развития,36,2 месяца,45000
бухгалтер- кассовый сотрудник- аналитик,36,1 месяц,22000
Reporting Analyst,39,1 год 7 месяцев,40000
аналитик,36,5 месяцев,25000
ассистент аналитика,36,10 месяцев,91690
химик-аналитик,38,2 года 3 месяца,25000
аналитик,36,11 месяцев,40000
аналитик,37,8 месяцев,30000
экономист-аналитик,36,2 года 4 месяца,30000
Бизнес аналитик/ Консультант SAP-FI/ Методолог по Б/У,56,2 года 8 месяцев,70000
аналитик,37,2 года 10 месяцев,25000
экономист-аналитик,36,10 месяцев,15000
аналитик- аналитик-маркетолог,36,3 месяца,15000
Инженер-аналитик,37,1 год 3 месяца,25000
Business Analyst Intern,36,10 месяцев,20000
эколог-химик-аналитик-лаборант,39,2 года 11 месяцев,20000
Маркетолог- маркетолог – аналитик- менеджер по рекламе,38,2 года 5 месяцев,30000
financial controller- financial analyst,36,1 год 5 месяцев,40000
финасовый аналитик,36,1 год 2 месяца,137535
химик-аналитик,38,1 год 9 месяцев,35000
аудитор- аналитик- тестировщик,35,1 год,147840
помощник аналитика,35,6 месяцев,15000
аналитик- офис-менеджер- секретарь,36,11 месяцев,25000
аналитик,36,2 месяца,50000
аналитик,36,9 месяцев,25000
Математик-аналитик,35,4 месяца,35000
Аналитик,39,1 год,20000
маркетолог-аналитик,38,1 год 1 месяц,40000
Аналитик,38,1 год 10 месяцев,35000
аналитик- стажер,35,,30000
финансовый/кредитный аналитик,36,6 месяцев,30000
аналитик,38,1 год 10 месяцев,35000
химик-аналитик,36,4 месяца,30000
Маркетолог/Маркетолог-аналитик/Менеджер по маркетингу и рекламе,40,2 года 9 месяцев,35000
менеджер по развитию бизнеса- аналитик-брокер,36,7 месяцев,40000
экономист-аналитик,34,11 месяцев,30000
аналитик,40,2 года 1 месяц,25000
экономист-аналитик,36,1 год 3 месяца,30000
маркетолог-аналитик- ассистент маркетолога,39,1 год 3 месяца,25000
Аналитик- младший аналитик,38,1 год 4 месяца,25000
Ассистент аналитика,36,2 года 9 месяцев,25000
analyst,35,2 года 2 месяца,119197
Аналитик,34,3 месяца,20000
Аналитик,34,2 года 1 месяц,30000
инвестиционный аналитик,45,2 года 2 месяца,98560
Аналитик,36,2 года 2 месяца,25000
маркетолог- маркетолог-аналитик,48,2 года 11 месяцев,30000
аналитик,38,2 года 5 месяцев,25000
аналитик,37,1 год 4 месяца,50000
Analyst,35,1 год 1 месяц,30000
экономист-аналитик,36,1 месяц,40000
Аналитик,36,8 месяцев,30000
менеджер/ аналитик,37,10 месяцев,25000
Аналитик- координатор,38,1 год 5 месяцев,15000
аналитик,40,2 года 2 месяца,48000
кредитный аналитик,34,1 год,40000
аналитик,37,1 год 11 месяцев,15000
аналитик-маркетолог,35,1 год 2 месяца,18000
финансовый аналитик,38,2 года 1 месяц,30000
Аналитик,35,6 месяцев,23000
маркетолог-аналитик,37,2 года 1 месяц,20000
Аналитик,38,3 месяца,25000
Младший аналитик,37,5 месяцев,20000
Аналитик,37,2 года,30000
Market research manager- Market manager-Analyst,37,2 года 7 месяцев,40000
Аналитик,35,2 года 5 месяцев,65000
аналитик,36,5 месяцев,25000
Аналитик,38,1 год 1 месяц,91690
экономист-аналитик- бухгалтер,42,9 месяцев,35000
Аналитик,37,1 год 2 месяца,33000
Финансовый аналитик,35,2 года 9 месяцев,40000
бренд-менеджер/маркетолог-аналитик/руководитель направления,44,2 года 6 месяцев,50000
Аналитик,36,10 месяцев,50000
аналитик,34,8 месяцев,25000
аналитик СМИ,38,2 года 10 месяцев,23000
аналитик-программист 1c,35,2 года 4 месяца,30000
инвестиционный аналитик,35,,20000
Аналитик по продажам,38,2 года 10 месяцев,34000
менеджер по маркетингу/Маркетолог/Аналитик,39,1 год,60000
Экономист-аналитик,37,2 года 11 месяцев,30000
аналитик,35,1 год 9 месяцев,15000
помощник аналитика,37,1 год 2 месяца,30000
экономист-аналитик,32,,15000
кредитный аналитик,36,2 года 1 месяц,35000
аналитик,36,1 год 3 месяца,30000
аналитик- эксперт- специалист- исследователь- менеджер,38,2 года 11 месяцев,25000
экономист- аналитик,38,1 год 11 месяцев,25000
бизнес-аналитик,44,1 год 1 месяц,70000
financial analyst,35,1 год 5 месяцев,80000
помощник финансового аналитика,35,1 год 6 месяцев,20000
Аналитик,33,,35000
экономист/аналитик,38,6 месяцев,25000
экономист-аналитик,43,2 года 10 месяцев,40000
менеджер-аналитик,37,1 год 5 месяцев,25000
специалист-аналитик,42,1 год 5 месяцев,91690
финансовый аналитик,36,2 года 3 месяца,68992
аналитик,36,6 месяцев,18000
Трейдер. Аналитик фондового рыка.,43,1 год 7 месяцев,45000
экономист-аналитик,36,2 года 5 месяцев,40000
менеджер-аналитик,44,1 год 11 месяцев,30000
аналитик,40,1 год 5 месяцев,20000
Финансовый аналитик,42,2 года 1 месяц,100000
финансовый аналитик,39,1 год 10 месяцев,30000
финансовый аналитик,36,2 года 9 месяцев,50000
Аналитик,36,2 года 10 месяцев,25000
маркетолог-аналитик,35,1 год 5 месяцев,40000
Маркетолог-аналитик,33,1 год 8 месяцев,90000
финансовый аналитик- ассистент финансового аналитика- экономист,37,1 год 6 месяцев,45000
экономист-аналитик,38,1 год,30000
Инвестиционный аналитик- трейдер,37,1 год 10 месяцев,65000
бизнес-аналитик,35,4 месяца,20000
финансовый контролер- финансовый аналитик,38,2 года 8 месяцев,30000
кредитный аналитик,37,1 год 5 месяцев,25000
бизнес-аналитик,35,6 месяцев,35000
финансовый аналитик,34,6 месяцев,25000
экономист-аналитик,35,2 года 6 месяцев,12000
младший аналитик,34,3 месяца,30000
Junior Analyst,34,2 года 11 месяцев,40000
химик-аналитик,36,7 месяцев,20000
Аналитик,38,3 года,25000
помощник финансового аналитика,33,,20000
аналитик,35,1 год 1 месяц,40000
Кредитный аналитик,35,5 месяцев,25000
математик- аналитик- программист,40,3 месяца,50000
Аналитик отдела продаж,36,1 год 4 месяца,30000
Аналитик отдела бизнес информации,36,2 года 2 месяца,35000
Business Analyst (Oracle/Hyperion practice),34,,30000
Финансовый аналитик,36,2 года 1 месяц,30000
Аналитик,32,1 год 6 месяцев,50000
Analyst,35,1 год,98560
Менеджер отдела проектов- аналитика-логистика,36,2 года,30000
Менеджер- аналитик.,36,,35000
аналитик,33,1 год 1 месяц,25000
аналитика- логистика- маркетинг,35,1 год 6 месяцев,25000
Marketing manager- marketing specialist- brand-manager- junior brand manager- markting analyst,36,9 месяцев,50000
менеджер-аналитик,39,1 год 5 месяцев,55000
Аналитик-маркетолог,35,2 года 7 месяцев,30000
Аналитик/экономист,35,2 года 1 месяц,24000
Финансовый аналитик,35,,30000
Финансовый аналитик,36,,25000
Младший аналитик в департамент по управлению рисками,36,1 год 11 месяцев,25000
финансовый аналитик,38,1 год 4 месяца,36000
Аналитик,34,7 месяцев,20000
Финансовый аналитик,35,1 год 2 месяца,25000
аналитик,35,2 года 9 месяцев,25000
Аналитик,37,1 год 5 месяцев,35000
Аналитик,36,1 год 4 месяца,40000
маркетолог-аналитик,37,2 года 11 месяцев,45000
снабженец- аналитик- спец. по тендерам (IT),35,2 года 4 месяца,70000
Менеджер ВЭД- аналитик отдела товарного учета- логист аналитик,35,1 год 10 месяцев,25000
Аналитик,36,1 год 10 месяцев,40000
аналитик,35,3 года 1 месяц,30000
Тайный покупатель (аналитик),37,11 месяцев,20000
бизнес-аналитик,37,9 месяцев,30000
менеджер-аналитик,35,5 месяцев,50000
Бизнес-аналитик,36,3 месяца,35000
Маркетолог- аналитик,33,6 месяцев,25000
Аналитик розничных кредитных рисков,36,1 год,30000
Аналитик отдела продаж,35,1 год 6 месяцев,30000
Аналитик- Менеджер продукта- Специалист по обслуживанию физических лиц,37,1 год,45000
Экономист - кредитный аналитик,37,2 года 2 месяца,40000
финансовый аналитик- экономист,35,9 месяцев,50000
Финансовый аналитик,36,7 месяцев,75000
ассистент аналитика,36,1 год 4 месяца,25000
специалист- менеджер- кредитный аналитик,36,2 года 10 месяцев,35000
специалист по продажам -финансовый аналитик- специалист рынка ценных бумаг,34,,50000
финансовый аналитик,36,2 года 7 месяцев,45000
Экономист-аналитик,37,2 года 6 месяцев,30000
Логист- аналитик,35,1 год 4 месяца,40000
Финансовый менеджер- финансовый аналитик,38,1 год 10 месяцев,25000
seo-аналитик,32,4 месяца,15000
Бизнес-аналитик,62,2 года 2 месяца,40000
Аналитик,34,9 месяцев,15000
Аналитик,39,1 год 8 месяцев,70000
Спам-аналитик,32,2 года 6 месяцев,20000
Кредитный аналитик (специалист кредитного анализа)- специалист отдела кредитования- менеджер по кредитованию,37,2 года 1 месяц,25000
аналитик,37,2 года 7 месяцев,50000
финансовый аналитик,37,8 месяцев,40000
Товаровед-аналитик,34,9 месяцев,25000
Аналитик,33,10 месяцев,50000
консультант-аналитик,47,3 года 1 месяц,35000
Junior Financial Analyst,34,1 год,30000
Оценщик / экономист-аналитик,35,2 года,30000
бухгалтер- экономист-аналитик,36,1 год 1 месяц,30000
Аналитик по рыночным рискам,35,8 месяцев,50000
Помощник бизнес-аналитика,34,1 год 2 месяца,35000
маркетолог-аналитик,35,1 месяц,27000
Стажер-аналитик,32,,30000
Economist- Analyst- Statistician- Web Analyst,44,1 год 5 месяцев,100000
финансовый аналитик,36,11 месяцев,35000
Аналитик,37,1 год 4 месяца,40000
помощник аналитика,37,2 года 2 месяца,8000
Финансовый аналитик,35,1 год 2 месяца,31000
маркетолог аналитик,34,1 год 6 месяцев,30000
аналитик-логист,32,6 месяцев,15000
Помощник экономиста- помощник бухгалтера-помощник аналитика,33,2 года 3 месяца,35000
Analyst- Business Analyst- Consultant,36,1 год 4 месяца,45000
Специалист по аналитике,39,10 месяцев,35000
аналитик,33,1 год 6 месяцев,20000
Специалист отдела обработки данных/аналитик,36,2 года 10 месяцев,30000
аналитик,35,1 год 1 месяц,40000
Аналитик бизнес-процессов,34,7 месяцев,45000
финансовый аналитик,35,7 месяцев,30000
HR Аналитик,35,3 месяца,30000
консультант-аналитик,36,1 год 1 месяц,30000
Инженер-Аналитик,34,,30000
Экономист-аналитик,34,1 год 6 месяцев,50000
финансовый аналитик,35,1 год,20000
финансовый аналитик,34,,28000
Консультант-Аналитик,36,2 года 10 месяцев,40000
Финансовый менеджер- финансовый аналитик- ассистент финансового отдела (англ.яз),37,4 месяца,25000
Младший аналитик,37,2 года 11 месяцев,137535
Аналитик,32,2 месяца,30000
Стажер-аналитик,33,1 год 11 месяцев,35000
Экономист - аналитик,36,,91690
Финансовый аналитик,34,,40000
Специалист по налогообложению-аналитик,34,4 месяца,40000
Аналитик,35,1 год 10 месяцев,30000
Аналитик стажер,32,,20000
маркетолог-аналитик,37,2 года 3 месяца,40000
Спортивный аналитик,35,10 месяцев,35000
Финансовый аналитик,33,5 месяцев,30000
Младший аналитик,35,1 год,35000
Политический Pr- Политический Аналитик,33,5 месяцев,35000
Маркетолог - аналитик,37,10 месяцев,40000
Аналитик,36,3 года 7 месяцев,60000
Analyst,32,10 месяцев,60000
Аналитик,40,1 год 8 месяцев,35000
Аналитик,35,2 года 1 месяц,40000
Аналитик,34,1 год 8 месяцев,45000
Помощник аналитика,32,1 год 10 месяцев,20000
Financial analyst- tax accountant- auditor,34,7 месяцев,73352
Финансовый аналитик,30,,24000
Сервис-инженер- аналитик- менеджер- сотрудник отдела.,34,5 месяцев,30000
Кредитный аналитик,33,6 месяцев,40000
ИТ-аналитик,33,,30000
Finance analyst,36,2 года 7 месяцев,46000
Экономист-аналитик,33,4 месяца,25000
Junior analyst,34,,25000
Аналитик,33,1 год 1 месяц,30000
Аналитик бизнес-процессов,36,2 года 1 месяц,25000
химик-аналитик,32,6 месяцев,25000
Экономист-аналитик,30,5 месяцев,65000
Аналитик- координатор,36,1 год 8 месяцев,40000
Аналитик,35,1 год 4 месяца,50000
Business analyst,33,9 месяцев,256732
аналитик,34,,45000
Junior analyst,34,1 год 2 месяца,50000
логист аналитик,40,1 год 8 месяцев,40000
Аналитик/Актуарий,38,2 года 2 месяца,35000
Аналитик- специалист- менеджер.,33,1 год,35000
Спортивный аналитик Live,36,1 год 6 месяцев,50000
Стажер аналитик,33,11 месяцев,25000
Analyst,34,5 месяцев,60000
Стажер аналитик,32,2 месяца,30000
Аналитик,36,,30000
аналитик-стажер,33,4 месяца,50000
бизнес аналитик,33,2 года 3 месяца,35000
Референт-Аналитик информационных ресурсов,33,1 год 8 месяцев,30000
Экономист-аналитик- экономист,37,1 год 7 месяцев,30000
химик-аналитик- химик-инженер,37,2 года 3 месяца,35000
Помощник аналитика,34,2 года 2 месяца,25000
Аналитик продаж,37,1 год 11 месяцев,25000
Финансовый аналитик,33,2 года 7 месяцев,35000
Системный аналитик,35,,35000
Маркетолог-аналитик/Помощник руководителя,34,2 года 4 месяца,45000
Аналитик,34,1 год 2 месяца,50000
Аналитик,34,3 года 4 месяца,30000
Investment Banking Analyst,32,1 год 5 месяцев,197120
Финансовый аналитик-стажер- финансовый консультант- менеджер по работе с клиентами,30,3 месяца,35000
спортивный аналитик-банк. служащий,38,,25000
Аналитик,35,2 года 8 месяцев,40000
Финансовый аналитик,30,,40000
Ассистент финансового аналитика,33,9 месяцев,45000
Аналитик,36,2 года 5 месяцев,70000
помощник финансового аналитика,40,,30000
Экономист-аналитик,39,11 месяцев,50000
Исследователь- консультант- аналитик,33,2 года 10 месяцев,69000
Системный аналитик,30,,20000
Маркетолог аналитик,33,2 года 1 месяц,50000
Аналитик,34,1 год 2 месяца,50000
